"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"1/19/2021","1/19/2021","1/21/2021","CCIV","Churchill Capital
CUSIP: 171439102","Buy","25","$18.04","($451.00)"
"1/19/2021","1/19/2021","1/21/2021","CLVSQ","Clovis Oncology
CUSIP: 189464100","Sell","50","$5.70","$284.75"
"1/19/2021","1/19/2021","1/20/2021","GHIV","GHIV 3/19/2021 Call $15.00","BTO","2","$1.35","($270.00)"
"1/19/2021","1/19/2021","1/20/2021","GILD","GILD 3/19/2021 Call $65.00","STC","1","$3.80","$379.98"
"1/19/2021","1/19/2021","1/20/2021","SPOT","SPOT 1/22/2021 Call $390.00","STC","1","$0.10","$9.98"
"1/19/2021","1/19/2021","1/20/2021","EWZ","EWZ 1/22/2021 Call $39.50","STC","15","$0.07","$104.96"
"1/19/2021","1/19/2021","1/20/2021","GSX","GSX 1/29/2021 Call $71.00","STC","1","$1.64","$163.98"
"1/15/2021","1/15/2021","1/19/2021","GILD","Option Expiration for GILD 1/15/2021 Call $70.00","OEXP","5S","",""
"1/15/2021","1/15/2021","1/19/2021","EQT","Option Expiration for EQT 1/15/2021 Put $11.00","OEXP","3S","",""
"1/15/2021","1/15/2021","1/19/2021","UUP","Option Expiration for UUP 1/15/2021 Call $29.00","OEXP","43S","",""
"1/15/2021","1/15/2021","1/19/2021","MVIS","MVIS 2/19/2021 Call $10.00","BTO","1","$0.65","($65.00)"
"1/15/2021","1/15/2021","1/19/2021","MVIS","MVIS 2/19/2021 Call $10.00","BTO","1","$0.75","($75.00)"
"1/15/2021","1/15/2021","1/19/2021","VBIV","VBIV 4/16/2021 Call $4.00","STC","2","$0.60","$119.98"
"1/15/2021","1/15/2021","1/19/2021","EWZ","EWZ 1/22/2021 Call $39.50","BTO","1","$0.13","($13.00)"
"1/15/2021","1/15/2021","1/19/2021","EWZ","EWZ 1/22/2021 Call $39.50","BTO","1","$0.13","($13.00)"
"1/15/2021","1/15/2021","1/19/2021","MVIS","MVIS 2/19/2021 Call $10.00","BTO","1","$0.85","($85.00)"
"1/15/2021","1/15/2021","1/19/2021","SPY","SPY 6/18/2021 Call $460.00","BTO","1","$0.32","($32.00)"
"1/15/2021","1/15/2021","1/19/2021","GILD","GILD 3/19/2021 Call $65.00","BTO","1","$2.13","($213.00)"
"1/15/2021","1/15/2021","1/19/2021","VBIV","VBIV 4/16/2021 Call $4.00","STC","1","$0.65","$64.98"
"1/15/2021","1/15/2021","1/19/2021","VBIV","VBIV 4/16/2021 Call $4.00","STC","1","$0.65","$64.98"
"1/15/2021","1/15/2021","1/19/2021","UBER","UBER 1/29/2021 Call $65.00","BTO","1","$0.28","($28.00)"
"1/15/2021","1/15/2021","1/19/2021","EWZ","EWZ 1/22/2021 Call $39.50","BTO","1","$0.15","($15.00)"
"1/15/2021","1/15/2021","1/19/2021","EWZ","EWZ 1/22/2021 Call $39.50","BTO","11","$0.15","($165.00)"
"1/15/2021","1/15/2021","1/19/2021","EWZ","EWZ 1/22/2021 Call $39.50","BTO","2","$0.15","($30.00)"
"1/15/2021","1/15/2021","1/19/2021","EWZ","EWZ 1/22/2021 Call $39.50","BTO","10","$0.15","($150.00)"
"1/15/2021","1/15/2021","1/19/2021","EWZ","EWZ 1/22/2021 Call $39.50","BTO","1","$0.15","($15.00)"
"1/15/2021","1/15/2021","1/19/2021","VBIV","VBIV 4/16/2021 Call $4.00","STC","1","$0.66","$65.98"
"1/15/2021","1/15/2021","1/19/2021","PLTR","PLTR 3/19/2021 Call $30.00","STC","1","$3.75","$374.98"
"1/15/2021","1/15/2021","1/19/2021","TSLA","TSLA 1/29/2021 Call $1,000.00","STC","1","$13.75","$1,374.95"
"1/15/2021","1/15/2021","1/19/2021","VBIV","VBIV 4/16/2021 Call $4.00","STC","1","$0.70","$69.98"
"1/15/2021","1/15/2021","1/19/2021","VBIV","VBIV 4/16/2021 Call $4.00","STC","2","$0.85","$169.98"
"1/15/2021","1/15/2021","1/19/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","1","$0.50","$49.98"
"1/15/2021","1/15/2021","1/19/2021","VBIV","VBIV 4/16/2021 Call $4.00","STC","5","$0.75","$374.98"
"1/15/2021","1/15/2021","1/19/2021","VBIV","VBIV 4/16/2021 Call $4.00","STC","1","$0.65","$64.98"
"1/14/2021","1/14/2021","1/15/2021","BB","BB 3/19/2021 Call $12.00","STC","1","$1.26","$125.98"
"1/14/2021","1/14/2021","1/15/2021","MVIS","MVIS 2/19/2021 Call $10.00","BTO","3","$0.90","($270.00)"
"1/14/2021","1/14/2021","1/19/2021","MVIS","MicroVision
CUSIP: 594960304","Buy","2","$6.57","($13.14)"
"1/14/2021","1/14/2021","1/15/2021","UBER","UBER 1/29/2021 Call $65.00","BTO","1","$0.44","($44.00)"
"1/14/2021","1/14/2021","1/15/2021","UBER","UBER 1/29/2021 Call $65.00","BTO","1","$0.40","($40.00)"
"1/14/2021","1/14/2021","1/15/2021","GPS","GPS 1/22/2021 Call $24.50","STC","5","$0.21","$104.98"
"1/14/2021","1/14/2021","1/15/2021","ABB","ABB 3/19/2021 Call $34.00","STC","1","$0.15","$14.98"
"1/14/2021","1/14/2021","1/15/2021","ABB","ABB 3/19/2021 Call $34.00","STC","1","$0.15","$14.98"
"1/14/2021","1/14/2021","1/15/2021","ABB","ABB 3/19/2021 Call $34.00","STC","1","$0.15","$14.98"
"1/14/2021","1/14/2021","1/15/2021","ABB","ABB 3/19/2021 Call $34.00","STC","1","$0.15","$14.98"
"1/14/2021","1/14/2021","1/15/2021","ABB","ABB 3/19/2021 Call $34.00","STC","5","$0.15","$74.98"
"1/14/2021","1/14/2021","1/15/2021","ABB","ABB 3/19/2021 Call $34.00","STC","1","$0.15","$14.98"
"1/14/2021","1/14/2021","1/19/2021","ATAC","Altimar
CUSIP: G03707109","Sell","30","$11.10","$333.15"
"1/14/2021","1/14/2021","1/15/2021","UBER","UBER 1/29/2021 Call $65.00","BTO","3","$0.52","($156.00)"
"1/14/2021","1/14/2021","1/15/2021","GSX","GSX 1/29/2021 Call $71.00","BTO","1","$1.70","($170.00)"
"1/14/2021","1/14/2021","1/15/2021","GHIV","GHIV 3/19/2021 Call $15.00","BTO","1","$1.35","($135.00)"
"1/14/2021","1/14/2021","1/14/2021","","COSTCO ONLINE RX 800-955-2292, WA","CARD","","","($62.26)"
"1/14/2021","1/14/2021","1/15/2021","FDX","FDX 1/29/2021 Call $275.00","STC","1","$1.69","$168.98"
"1/14/2021","1/14/2021","1/15/2021","F","F 1/15/2021 Call $10.50","STC","1","$0.02","$1.98"
"1/13/2021","1/13/2021","1/14/2021","GPS","GPS 1/22/2021 Call $24.50","BTO","1","$0.18","($18.00)"
"1/13/2021","1/13/2021","1/14/2021","GPS","GPS 1/22/2021 Call $24.50","BTO","2","$0.18","($36.00)"
"1/13/2021","1/13/2021","1/14/2021","GPS","GPS 1/22/2021 Call $24.50","BTO","2","$0.18","($36.00)"
"1/13/2021","1/13/2021","1/14/2021","AAL","AAL 1/22/2021 Call $16.00","STC","2","$0.41","$81.98"
"1/13/2021","1/13/2021","1/14/2021","SPOT","SPOT 1/22/2021 Call $390.00","BTO","1","$2.25","($225.00)"
"1/13/2021","1/13/2021","1/14/2021","VBIV","VBIV 4/16/2021 Call $4.00","BTO","1","$0.45","($45.00)"
"1/13/2021","1/13/2021","1/14/2021","AAL","AAL 1/22/2021 Call $16.00","STC","1","$0.45","$44.98"
"1/13/2021","1/13/2021","1/14/2021","ON","ON 4/16/2021 Call $50.00","BTO","1","$0.48","($48.00)"
"1/13/2021","1/13/2021","1/14/2021","ON","ON 4/16/2021 Call $50.00","BTO","1","$0.48","($48.00)"
"1/13/2021","1/13/2021","1/14/2021","GILD","GILD 3/19/2021 Call $65.00","BTO","1","$1.65","($165.00)"
"1/13/2021","1/13/2021","1/14/2021","VBIV","VBIV 4/16/2021 Call $4.00","BTO","1","$0.45","($45.00)"
"1/13/2021","1/13/2021","1/14/2021","UBER","UBER 1/29/2021 Call $65.00","BTO","4","$0.86","($344.00)"
"1/13/2021","1/13/2021","1/14/2021","UBER","UBER 1/29/2021 Call $65.00","BTO","1","$0.86","($86.00)"
"1/13/2021","1/13/2021","1/15/2021","GME","GameStop
CUSIP: 36467W109","Buy","1","$28.42","($28.42)"
"1/13/2021","1/13/2021","1/14/2021","TSLA","TSLA 1/29/2021 Call $1,000.00","BTO","1","$16.65","($1,665.00)"
"1/13/2021","1/13/2021","1/14/2021","GILD","GILD 1/15/2021 Call $60.00","STC","1","$1.69","$168.98"
"1/13/2021","1/13/2021","1/14/2021","ZNGA","ZNGA 6/18/2021 Call $13.00","BTO","9","$0.41","($369.00)"
"1/13/2021","1/13/2021","1/14/2021","ZNGA","ZNGA 6/18/2021 Call $13.00","BTO","1","$0.42","($42.00)"
"1/13/2021","1/13/2021","1/14/2021","F","F 1/15/2021 Call $10.50","BTO","1","$0.04","($4.00)"
"1/13/2021","1/13/2021","1/14/2021","GILD","GILD 3/19/2021 Call $65.00","BTO","1","$1.71","($171.00)"
"1/12/2021","1/12/2021","1/13/2021","AAL","AAL 1/22/2021 Call $16.00","BTO","2","$0.39","($78.00)"
"1/12/2021","1/12/2021","1/13/2021","AAL","AAL 1/22/2021 Call $16.00","BTO","1","$0.39","($39.00)"
"1/12/2021","1/12/2021","1/13/2021","VBIV","VBIV 4/16/2021 Call $4.00","BTO","2","$0.45","($90.00)"
"1/12/2021","1/12/2021","1/13/2021","GHIV","GHIV 3/19/2021 Call $15.00","BTO","1","$1.35","($135.00)"
"1/12/2021","1/12/2021","1/13/2021","NGA","NGA 2/19/2021 Call $30.00","STC","1","$3.30","$329.98"
"1/12/2021","1/12/2021","1/13/2021","GHIV","GHIV 3/19/2021 Call $15.00","BTO","1","$1.45","($145.00)"
"1/12/2021","1/12/2021","1/13/2021","GHIV","GHIV 3/19/2021 Call $15.00","BTO","1","$1.60","($160.00)"
"1/12/2021","1/12/2021","1/13/2021","GILD","GILD 3/19/2021 Call $65.00","BTO","1","$1.75","($175.00)"
"1/12/2021","1/12/2021","1/13/2021","MVIS","MVIS 1/15/2021 Put $6.00","STC","2","$0.65","$129.98"
"1/12/2021","1/12/2021","1/13/2021","VBIV","VBIV 4/16/2021 Call $4.00","BTO","4","$0.45","($180.00)"
"1/12/2021","1/12/2021","1/13/2021","GILD","GILD 3/19/2021 Call $65.00","BTO","1","$1.94","($194.00)"
"1/12/2021","1/12/2021","1/13/2021","GILD","GILD 1/15/2021 Call $60.00","STC","1","$2.42","$241.98"
"1/12/2021","1/12/2021","1/13/2021","NFLX","NFLX 1/15/2021 Call $510.00","STC","1","$4.65","$464.97"
"1/12/2021","1/12/2021","1/13/2021","AUPH","AUPH 2/19/2021 Call $20.00","STC","4","$1.76","$703.97"
"1/11/2021","1/11/2021","1/12/2021","VBIV","VBIV 4/16/2021 Call $4.00","BTO","1","$0.50","($50.00)"
"1/11/2021","1/11/2021","1/12/2021","FOLD","FOLD 3/19/2021 Call $25.00","BTO","1","$4.61","($461.00)"
"1/11/2021","1/11/2021","1/12/2021","FOLD","FOLD 3/19/2021 Call $25.00","BTO","1","$4.61","($461.00)"
"1/11/2021","1/11/2021","1/12/2021","PSTH","PSTH 3/19/2021 Call $35.00","BTO","1","$2.65","($265.00)"
"1/11/2021","1/11/2021","1/12/2021","NFLX","NFLX 1/15/2021 Call $510.00","BTO","1","$4.95","($495.00)"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $75.00","STC","4","$0.04","$15.98"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $60.00","STC","1","$3.25","$324.98"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $75.00","STC","3","$0.04","$11.98"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $75.00","STC","3","$0.04","$11.98"
"1/11/2021","1/11/2021","1/12/2021","VALE","VALE 2/19/2021 Call $20.00","BTO","3","$0.73","($219.00)"
"1/11/2021","1/11/2021","1/13/2021","NAK","Northern Dynasty Minerals
CUSIP: 66510M204","Sell","1","$0.41","$0.41"
"1/11/2021","1/11/2021","1/13/2021","OPK","OPKO Health
CUSIP: 68375N103","Sell","1","$4.34","$4.35"
"1/11/2021","1/11/2021","1/13/2021","AUPH","Aurinia Pharmaceuticals
CUSIP: 05156V102","Buy","10","$13.42","($134.20)"
"1/11/2021","1/11/2021","1/12/2021","AUPH","AUPH 2/19/2021 Call $20.00","BTO","5","$1.58","($790.00)"
"1/11/2021","1/11/2021","1/13/2021","AUPH","Aurinia Pharmaceuticals
CUSIP: 05156V102","Buy","25","$13.43","($335.70)"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $75.00","STC","2","$0.04","$7.98"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $75.00","STC","2","$0.04","$7.98"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $75.00","STC","2","$0.04","$7.98"
"1/11/2021","1/11/2021","1/12/2021","PSTH","PSTH 3/19/2021 Call $35.00","BTO","1","$3.30","($330.00)"
"1/11/2021","1/11/2021","1/12/2021","SPY","SPY 6/18/2021 Call $460.00","BTO","1","$0.42","($42.00)"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $75.00","STC","2","$0.04","$7.98"
"1/11/2021","1/11/2021","1/13/2021","HYLN","Hyliion
CUSIP: 449109107","Buy","10","$17.48","($174.80)"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $75.00","STC","1","$0.04","$3.98"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $70.00","STC","3","$0.05","$14.98"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $75.00","STC","5","$0.04","$19.98"
"1/11/2021","1/11/2021","1/13/2021","CLVSQ","Clovis Oncology
CUSIP: 189464100","Buy","50","$5.62","($280.89)"
"1/11/2021","1/11/2021","1/12/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","2","$0.55","$109.98"
"1/11/2021","1/11/2021","1/12/2021","FB","FB 1/15/2021 Call $275.00","STC","2","$0.62","$123.98"
"1/11/2021","1/11/2021","1/12/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","2","$0.65","$129.98"
"1/11/2021","1/11/2021","1/12/2021","PRSP","PRSP 1/15/2021 Call $30.00","STC","1","$0.06","$5.98"
"1/11/2021","1/11/2021","1/12/2021","PRSP","PRSP 1/15/2021 Call $30.00","STC","1","$0.06","$5.98"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $60.00","STC","1","$3.10","$309.98"
"1/11/2021","1/11/2021","1/12/2021","VBIV","VBIV 4/16/2021 Call $4.00","BTO","20","$0.54","($1,080.00)"
"1/11/2021","1/11/2021","1/12/2021","IPOE","IPOE 1/15/2021 Call $20.00","STC","1","$1.11","$110.98"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $70.00","STC","9","$0.10","$89.97"
"1/11/2021","1/11/2021","1/12/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","3","$0.60","$179.98"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $60.00","STC","1","$4.10","$409.98"
"1/11/2021","1/11/2021","1/12/2021","PRSP","PRSP 1/15/2021 Call $22.50","STC","1","$3.42","$341.98"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $60.00","STC","2","$4.00","$799.97"
"1/11/2021","1/11/2021","1/12/2021","GILD","GILD 1/15/2021 Call $60.00","STC","2","$3.50","$699.97"
"1/8/2021","1/8/2021","1/11/2021","FB","FB 1/15/2021 Call $275.00","BTO","2","$1.96","($392.00)"
"1/8/2021","1/8/2021","1/11/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","2","$0.65","$129.98"
"1/8/2021","1/8/2021","1/11/2021","GILD","GILD 1/15/2021 Call $75.00","STC","21","$0.07","$146.95"
"1/8/2021","1/8/2021","1/11/2021","GILD","GILD 1/15/2021 Call $75.00","STC","4","$0.06","$23.98"
"1/8/2021","1/8/2021","1/11/2021","GILD","GILD 1/15/2021 Call $60.00","STC","1","$3.22","$321.98"
"1/8/2021","1/8/2021","1/11/2021","BABA","BABA 1/15/2021 Call $230.00","STC","1","$9.85","$984.96"
"1/8/2021","1/8/2021","1/11/2021","AAPL","AAPL 1/22/2021 Call $142.00","STC","2","$0.63","$125.98"
"1/8/2021","1/8/2021","1/11/2021","IPOE","IPOE 1/15/2021 Call $20.00","BTO","1","$1.10","($110.00)"
"1/8/2021","1/8/2021","1/11/2021","NET","NET 1/29/2021 Call $95.00","BTO","1","$1.07","($107.00)"
"1/8/2021","1/8/2021","1/12/2021","IPOE","Social Capital Hedosophia V
CUSIP: G8252P105","Buy","25","$18.91","($472.71)"
"1/7/2021","1/7/2021","1/11/2021","BNGO","Bionano Genomics
CUSIP: 09075F107","Sell","25","$4.41","$110.25"
"1/7/2021","1/7/2021","1/8/2021","AAPL","AAPL 1/22/2021 Call $142.00","STC","1","$0.67","$66.98"
"1/7/2021","1/7/2021","1/8/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","5","$0.85","$424.98"
"1/7/2021","1/7/2021","1/8/2021","HYLN","HYLN 1/15/2021 Call $30.00","STC","2","$0.05","$9.98"
"1/7/2021","1/7/2021","1/8/2021","IPOF","IPOF 2/19/2021 Call $17.50","BTO","1","$0.80","($80.00)"
"1/7/2021","1/7/2021","1/8/2021","ABB","ABB 3/19/2021 Call $34.00","BTO","15","$0.12","($180.00)"
"1/7/2021","1/7/2021","1/8/2021","ABB","ABB 3/19/2021 Call $34.00","BTO","15","$0.12","($180.00)"
"1/7/2021","1/7/2021","1/8/2021","AAPL","AAPL 1/22/2021 Call $142.00","BTO","5","$0.61","($305.00)"
"1/7/2021","1/7/2021","1/8/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","3","$0.85","$254.98"
"1/7/2021","1/7/2021","1/8/2021","PRSP","PRSP 1/15/2021 Call $30.00","STC","8","$0.27","$215.97"
"1/7/2021","1/7/2021","1/8/2021","GILD","GILD 1/15/2021 Call $70.00","STC","8","$0.11","$87.97"
"1/7/2021","1/7/2021","1/8/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","2","$0.85","$169.98"
"1/7/2021","1/7/2021","1/8/2021","MVIS","MVIS 1/15/2021 Put $6.00","STC","5","$0.71","$354.98"
"1/7/2021","1/7/2021","1/8/2021","TSLA","TSLA 1/8/2021 Call $810.00","STC","1","$7.20","$719.97"
"1/7/2021","1/7/2021","1/8/2021","TSLA","TSLA 1/8/2021 Call $810.00","BTO","1","$7.60","($760.00)"
"1/7/2021","1/7/2021","1/8/2021","FDX","FDX 1/29/2021 Call $275.00","BTO","1","$1.54","($154.00)"
"1/7/2021","1/7/2021","1/8/2021","FDX","FDX 1/29/2021 Call $275.00","BTO","1","$1.54","($154.00)"
"1/7/2021","1/7/2021","1/8/2021","GILD","GILD 1/15/2021 Call $65.00","STC","4","$0.36","$143.98"
"1/7/2021","1/7/2021","1/8/2021","RKT","RKT 1/8/2021 Call $21.00","STC","1","$0.02","$1.98"
"1/7/2021","1/7/2021","1/8/2021","BABA","BABA 1/15/2021 Call $230.00","BTO","1","$3.95","($395.00)"
"1/7/2021","1/7/2021","1/8/2021","SPOT","SPOT 1/29/2021 Call $380.00","STC","1","$2.05","$204.98"
"1/7/2021","1/7/2021","1/8/2021","PRSP","PRSP 1/15/2021 Call $30.00","STC","4","$0.35","$139.98"
"1/7/2021","1/7/2021","1/8/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","1","$1.03","$102.98"
"1/6/2021","1/6/2021","1/7/2021","GILD","GILD 1/15/2021 Call $65.00","STC","5","$0.32","$159.98"
"1/6/2021","1/6/2021","1/7/2021","GHIV","GHIV 3/19/2021 Call $15.00","BTO","1","$1.35","($135.00)"
"1/6/2021","1/6/2021","1/7/2021","GILD","GILD 1/15/2021 Call $60.00","STC","5","$2.25","$1,124.96"
"1/6/2021","1/6/2021","1/7/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","1","$0.60","$59.98"
"1/6/2021","1/6/2021","1/7/2021","PLTR","PLTR 3/19/2021 Call $30.00","BTO","1","$2.22","($222.00)"
"1/6/2021","1/6/2021","1/7/2021","PRSP","PRSP 1/15/2021 Call $30.00","STC","1","$0.35","$34.98"
"1/6/2021","1/6/2021","1/7/2021","T","T 1/15/2021 Call $33.00","STC","8","$0.02","$15.97"
"1/6/2021","1/6/2021","1/7/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","1","$0.85","$84.98"
"1/6/2021","1/6/2021","1/7/2021","NGA","NGA 2/19/2021 Call $30.00","BTO","1","$3.30","($330.00)"
"1/6/2021","1/6/2021","1/7/2021","SPOT","SPOT 1/29/2021 Call $380.00","BTO","1","$1.80","($180.00)"
"1/6/2021","1/6/2021","1/7/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","1","$0.81","$80.98"
"1/6/2021","1/6/2021","1/7/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","1","$0.81","$80.98"
"1/6/2021","1/6/2021","1/7/2021","NFLX","NFLX 1/8/2021 Call $515.00","STC","2","$4.40","$879.97"
"1/6/2021","1/6/2021","1/7/2021","NFLX","NFLX 1/8/2021 Call $515.00","BTO","2","$4.05","($810.00)"
"1/6/2021","1/6/2021","1/8/2021","IPA","ImmunoPrecise Antibodies
CUSIP: 45257F200","Buy","25","$16.80","($420.00)"
"1/6/2021","1/6/2021","1/7/2021","GHIV","GHIV 3/19/2021 Call $15.00","BTO","1","$1.50","($150.00)"
"1/5/2021","1/5/2021","1/7/2021","BBBYQ","BED BATH & BEYOND
CUSIP: 075896100","Sell","25","$19.76","$494.00"
"1/5/2021","1/5/2021","1/7/2021","PRSP","Perspecta
CUSIP: 715347100","Buy","20","$23.68","($473.70)"
"1/5/2021","1/5/2021","1/6/2021","PRSP","PRSP 2/19/2021 Call $30.00","STC","25","$0.45","$1,124.92"
"1/5/2021","1/5/2021","1/6/2021","GILD","GILD 1/15/2021 Call $60.00","STC","1","$1.53","$152.98"
"1/5/2021","1/5/2021","1/6/2021","PRSP","PRSP 1/15/2021 Call $30.00","BTO","7","$0.15","($105.00)"
"1/5/2021","1/5/2021","1/6/2021","PRSP","PRSP 1/15/2021 Call $30.00","BTO","8","$0.15","($120.00)"
"1/5/2021","1/5/2021","1/6/2021","QCOM","QCOM 1/8/2021 Call $150.00","STC","1","$3.40","$339.98"
"1/5/2021","1/5/2021","1/6/2021","PRSP","PRSP 1/15/2021 Call $22.50","BTO","1","$1.45","($145.00)"
"1/5/2021","1/5/2021","1/6/2021","PRSP","PRSP 2/19/2021 Call $30.00","BTO","25","$0.24","($600.00)"
"1/5/2021","1/5/2021","1/6/2021","PRSP","PRSP 2/19/2021 Call $30.00","BTO","25","$0.24","($600.00)"
"1/5/2021","1/5/2021","1/6/2021","DOCU","DOCU 1/8/2021 Call $240.00","STC","1","$1.09","$108.98"
"1/5/2021","1/5/2021","1/6/2021","RKT","RKT 1/8/2021 Call $21.00","BTO","1","$0.10","($10.00)"
"1/5/2021","1/5/2021","1/6/2021","DOCU","DOCU 1/8/2021 Call $240.00","STC","1","$2.63","$262.98"
"1/4/2021","1/4/2021","1/6/2021","ATAC","Altimar
CUSIP: G03707109","Buy","30","$11.09","($332.70)"
"1/4/2021","1/4/2021","1/6/2021","BNGO","Bionano Genomics
CUSIP: 09075F107","Sell","25","$6.46","$161.50"
"1/4/2021","1/4/2021","1/5/2021","QCOM","QCOM 1/8/2021 Call $150.00","BTO","1","$1.89","($189.00)"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $60.00","STC","2","$1.55","$309.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $65.00","STC","5","$0.34","$169.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $70.00","STC","1","$0.14","$13.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $70.00","STC","4","$0.14","$55.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $60.00","STC","2","$1.51","$301.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $65.00","STC","4","$0.30","$119.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $65.00","STC","6","$0.30","$179.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $65.00","STC","2","$0.31","$61.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $75.00","STC","1","$0.09","$8.98"
"1/4/2021","1/4/2021","1/5/2021","DOCU","DOCU 1/8/2021 Call $240.00","BTO","2","$0.57","($114.00)"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $75.00","STC","1","$0.09","$8.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $75.00","STC","4","$0.09","$35.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $75.00","STC","2","$0.09","$17.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $75.00","STC","1","$0.09","$8.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $75.00","STC","1","$0.09","$8.98"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $75.00","STC","1","$0.09","$8.98"
"1/4/2021","1/4/2021","1/6/2021","OCGN","Ocugen, Inc
CUSIP: 67577C105","Buy","100","$3.12","($312.50)"
"1/4/2021","1/4/2021","1/5/2021","GILD","GILD 1/15/2021 Call $60.00","STC","5","$1.27","$634.97"
"1/4/2021","1/4/2021","1/5/2021","GHIV","GHIV 3/19/2021 Call $15.00","BTO","1","$2.05","($205.00)"
"1/4/2021","1/4/2021","1/5/2021","MVIS","MVIS 1/15/2021 Put $6.00","STC","3","$1.19","$356.98"
"1/4/2021","1/4/2021","1/5/2021","CRM","CRM 2/19/2021 Call $250.00","STC","1","$2.13","$212.98"
"12/31/2020","12/31/2020","1/4/2021","GILD","GILD 1/15/2021 Call $65.00","BTO","20","$0.34","($680.00)"
"12/31/2020","12/31/2020","1/4/2021","GILD","GILD 1/15/2021 Call $65.00","BTO","1","$0.34","($34.00)"
"12/31/2020","12/31/2020","1/4/2021","GILD","GILD 1/15/2021 Call $70.00","BTO","9","$0.20","($180.00)"
"12/31/2020","12/31/2020","1/4/2021","GILD","GILD 1/15/2021 Call $70.00","BTO","2","$0.20","($40.00)"
"12/31/2020","12/31/2020","1/4/2021","GILD","GILD 1/15/2021 Call $70.00","BTO","2","$0.20","($40.00)"
"12/31/2020","12/31/2020","1/4/2021","GILD","GILD 1/15/2021 Call $70.00","BTO","2","$0.20","($40.00)"
"12/31/2020","12/31/2020","1/4/2021","GILD","GILD 1/15/2021 Call $70.00","BTO","5","$0.20","($100.00)"
"12/31/2020","12/31/2020","1/5/2021","BNGO","Bionano Genomics
CUSIP: 09075F107","Sell","50","$3.22","$161.03"
"12/30/2020","12/30/2020","12/31/2020","GILD","GILD 1/15/2021 Call $60.00","BTO","10","$0.53","($530.00)"
"12/30/2020","12/30/2020","12/31/2020","GILD","GILD 1/15/2021 Call $60.00","BTO","1","$0.53","($53.00)"
"12/30/2020","12/30/2020","12/31/2020","GILD","GILD 1/15/2021 Call $60.00","BTO","1","$0.53","($53.00)"
